EndDate,DemGen,quota_age,Residency,GenSocTrust,Trustingroups_1,Trustingroups_2,Trustingroups_3,Trustingroups_4,Trustingroups_5,Trustingroups_6,Trustingroups_7,Trustingroups_8,Trustingroups_9,Trustingroups_10,Trustingroups_11,Trustingroups_12,Trustingroups_13,COVIDexp,COVIDeffect_1,COVIDeffect_2,COVIDeffect_3,COVIDeffect_4,SARS,CultCog_1,CultCog_2,CultCog_3,CultCog_4,CultCog_5,CultCog_6,prosocial,CanadaQ_1,CanadaQ_2,CanadaQ_3,FinitePool_1,FinitePool_2,FinitePool_3,FinitePool_4,FinitePool_5,FinitePool_6,FinitePool_7,FinitePool_8,Longitude_1,Longitude_2,Longitude_3,Personal_1,Personal_2,Personal_3,Personal_4,Personal_5,Personal_6,Personal_7,Personal_8,Friends_1,Friends_2,Friends_3,Friends_4,Friends_5,Friends_6,Friends_7,Friends_8,MediaExp_1,MediaExp_2,MediaExp_3,MediaExp_4,MediaExp_5,MediaExp_6,MediaExp_7,PosterstrustQ1,SocialmediatrustQ1,journalisttrustQ1,govtrustQ1,workplacetrustQ1,FriendstrustQ1,WHOtrustQ1,Soughtinfo,prep,Govresponse_1,Govresponse_2,Govresponse_3,Govresponse_4,Govresponse_5,Govresponse_6,Govresponse_7,Govresponse_8,Govresponse_9,Govrestrict_1,Govrestrict_2,Govrestrict_3,Sciunderstand,KnowledgeCert_1,KnowledgeCert_2,Vaccine_1,Vaccine_2,Num1,Num2a,Num2b,Num3,NumeracyQ1,DemAge,DemEdu,DemHealthcare,Ethnic min,Politics
2020-03-21T01:40:17Z,2,3,AU,1,5,1,1,1,1,1,5,4,5,1,5,3,1,8,1,1,1,1,2,6,5,5,3,4,6,1,5,3,3,7,7,5,4,7,4,5,7,7,7,7,4,5,4,4,4,5,4,4,5,4,4,4,4,5,4,5,2,2,2,1,2,2,1,,,,7,,,7,1,"1,2,9",7,7,7,7,7,7,7,7,7,8,8,8,7,2,2,1,1,50,5,,,1,43,3,2,2,7
2020-03-21T02:11:26Z,2,5,AU,1,2,2,1,1,1,1,3,1,1,,1,3,1,8,2,7,7,1,2,6,1,6,6,2,2,2,3,1,3,2,1,6,7,7,1,3,7,1,1,1,6,7,2,7,2,1,7,1,6,7,2,7,2,2,7,1,1,2,1,1,1,2,1,4,,3,1,5,,1,1,"1,2,4",7,1,2,3,3,3,6,6,7,7,4,6,4,3,2,1,1,2,1,,,1,56,1,2,2,4
2020-03-21T02:30:51Z,1,6,AU,6,5,4,4,4,3,4,5,5,3,4,3,5,4,8,1,4,4,1,2,4,5,3,4,1,1,7,5,3,2,6,7,6,6,6,7,6,7,7,4,1,1,1,1,1,1,1,1,4,4,7,1,4,4,1,1,4,1,1,1,1,1,1,1,7,2,4,4,7,1,7,1,"1,4,5,6,7,8,9,11",6,5,6,6,7,5,7,5,5,1,8,8,6,3,4,1,1,,,,,1,70,1,2,2,4
2020-03-21T02:42:30Z,2,5,AU,6,4,4,4,4,3,4,5,4,3,3,4,4,3,8,5,2,2,2,2,3,4,3,3,3,3,6,4,3,2,4,5,3,3,5,4,4,4,5,4,3,3,5,2,2,3,2,2,5,3,3,3,2,3,3,2,4,1,2,1,1,1,1,1,6,,5,6,6,5,7,2,"1,2,11",6,6,5,4,6,6,5,6,6,4,4,4,6,3,3,1,1,,,,,,61,3,2,2,4
2020-03-21T03:15:40Z,1,3,AU,1,3,1,3,3,3,3,3,3,1,1,1,3,3,8,7,4,4,1,2,3,6,3,3,3,6,7,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,,,,,,,,1,1,4,2,4,4,4,3,3,4,3,1,1,1,4,4,4,1,1,10,5,,,1,38,1,2,2,2
2020-03-21T03:23:47Z,1,6,AU,1,5,4,3,4,2,5,5,5,3,4,3,5,2,8,1,1,1,1,2,1,6,5,1,5,6,6,5,3,1,7,7,6,2,7,4,7,5,7,6,5,5,7,5,5,5,5,3,6,5,5,5,5,5,5,3,6,2,1,1,1,2,1,1,,5,6,4,,1,7,1,"1,2,4,7,8,11",7,3,6,7,6,2,7,4,5,1,1,1,6,5,5,1,1,40,5,,,1,71,4,2,2,4
2020-03-21T05:59:13Z,1,3,AU,7,3,3,3,3,3,3,4,3,3,3,3,4,3,8,2,2,2,1,2,2,4,3,3,4,5,6,4,3,2,5,4,4,2,5,2,2,4,3,1,1,3,2,1,4,4,2,1,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,,6,4,6,4,4,6,2,"1,2,4,8",5,4,4,4,5,3,4,4,5,3,8,8,5,4,4,1,1,20,35,,,1,39,3,1,2,2
2020-03-21T11:27:22Z,1,5,AU,3,2,4,3,3,1,3,5,5,5,3,5,5,4,8,1,1,6,1,2,1,4,6,4,1,1,4,5,1,2,7,6,3,7,3,5,5,5,6,5,2,3,6,1,1,7,3,6,2,6,1,1,2,1,4,6,6,1,2,1,1,2,1,2,7,,4,6,,7,,2,"1,2,5,6,8",3,7,4,5,6,7,7,7,6,4,4,4,4,5,5,1,1,50,33,,,1,63,1,2,2,2
2020-03-23T09:32:39Z,1,1,AU,1,4,3,3,3,2,3,4,5,2,2,3,4,2,8,7,6,6,1,2,1,6,1,3,2,6,7,5,5,1,7,7,7,7,7,7,7,7,7,7,4,4,7,4,4,4,4,4,6,4,6,4,4,4,4,4,6,1,1,1,1,1,1,1,3,1,3,7,7,4,7,1,"1,2,3,4,5,6,7,8,9,10,11",7,6,6,6,7,6,7,5,5,1,4,5,4,3,3,1,1,10,30,,,1,23,4,2,2,4
2020-03-23T09:33:37Z,1,6,AU,5,4,3,3,3,3,3,4,4,2,3,3,4,3,8,2,2,2,1,2,3,4,3,3,3,3,4,4,2,3,3,5,2,2,4,3,2,4,2,1,1,1,3,2,4,1,1,1,2,2,4,2,2,2,2,2,3,1,1,1,1,2,1,1,6,4,5,5,,4,5,2,"1,11",5,5,5,5,5,5,4,3,5,5,5,5,4,5,6,2,1,,,,,2,69,2,2,2,4
2020-03-23T09:35:45Z,2,3,AU,4,4,1,3,1,1,1,3,1,2,1,3,2,1,8,5,4,3,1,2,2,6,4,6,4,5,4,5,4,2,5,7,5,1,7,5,5,7,5,3,1,1,5,2,4,4,4,2,4,4,6,4,4,3,5,4,4,1,1,1,1,2,1,1,5,2,2,5,,4,3,2,"1,2,5,6,9,10,11",4,4,3,3,2,5,4,4,5,3,4,5,4,3,3,1,1,35,4,,,2,38,3,2,2,3
2020-03-23T09:37:28Z,2,1,AU,4,5,3,3,3,1,3,5,5,3,3,3,4,3,8,1,3,1,1,2,5,4,4,2,4,3,5,4,3,2,6,5,4,4,4,4,6,5,5,2,1,2,5,2,2,3,2,2,5,2,2,2,3,3,2,2,4,2,1,1,2,2,2,2,,5,4,,,,,2,"1,4,6",5,5,4,5,4,5,5,5,5,4,4,5,4,3,3,1,1,10,15,,,1,24,3,2,2,4
2020-03-23T09:37:43Z,2,3,AU,4,5,3,4,2,2,3,5,5,5,4,5,4,5,8,4,7,7,1,2,3,4,3,3,4,4,6,5,5,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,1,1,2,1,2,,,6,6,,6,,2,"1,4,5,6,7,8",5,6,6,6,3,6,6,6,6,1,1,1,6,6,6,1,1,10,30,,,1,44,3,2,2,5
2020-03-23T09:37:47Z,2,2,AU,1,5,3,3,1,1,1,2,2,1,3,2,1,3,8,1,2,1,1,2,5,5,5,5,4,5,5,5,3,3,5,6,6,4,6,5,4,5,6,3,1,5,3,6,5,4,6,5,5,6,5,6,5,6,6,5,5,2,2,1,2,1,2,2,,,2,,2,,,1,"1,4,5,11",4,5,5,4,5,6,4,3,5,4,4,3,3,2,3,1,2,75,3,,,1,32,3,2,2,4
2020-03-23T09:39:39Z,1,1,AU,5,2,3,2,2,4,3,1,1,3,3,3,1,3,8,3,4,4,1,2,3,4,4,3,4,4,5,4,3,3,6,4,4,3,6,3,6,5,4,1,1,4,5,5,5,4,3,4,4,4,5,4,4,3,3,4,3,1,1,1,1,1,1,1,4,3,2,3,5,3,5,2,"1,2,5,7,9,11",4,4,5,3,4,4,5,3,4,5,4,4,4,3,3,2,1,10,16,,,1,21,2,2,2,4
2020-03-23T09:39:53Z,2,4,AU,4,5,3,3,3,3,3,5,5,2,3,3,3,3,8,1,1,1,1,2,3,4,4,3,2,2,4,4,3,3,1,5,1,4,6,3,4,4,4,3,3,5,5,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,2,,,,,,,,2,"1,4,6,11",4,4,4,4,4,4,4,4,4,4,8,8,4,4,4,1,1,10,30,,,1,46,1,2,2,4
2020-03-23T09:40:29Z,1,2,AU,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,1,1,1,1,2,4,4,3,6,3,4,3,3,1,3,4,1,1,1,6,4,4,4,1,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,2,2,1,1,2,1,2,,,2,3,,3,,2,"1,2",4,2,3,4,4,4,2,4,4,8,8,8,4,4,4,1,1,100,50,,,2,29,4,2,2,4
2020-03-23T09:40:30Z,2,3,AU,5,4,4,1,5,4,3,5,3,1,2,2,3,2,3,1,2,3,5,1,4,4,4,4,4,4,5,4,4,4,6,6,6,6,6,6,6,6,1,2,3,7,3,2,6,4,6,1,5,6,6,3,2,4,7,1,5,1,2,1,2,1,2,1,5,,5,,5,,5,1,1,1,2,3,4,6,7,6,5,4,5,5,5,5,2,3,1,2,70,7,,,1,35,3,1,1,5
2020-03-23T09:40:32Z,2,3,AU,6,5,5,4,4,5,5,5,4,5,5,5,5,4,3,6,6,7,7,1,6,5,6,5,5,5,6,4,4,5,6,5,5,7,7,6,6,7,6,7,6,6,6,6,7,5,6,6,6,6,5,5,7,6,6,7,6,1,1,1,1,2,1,2,6,6,6,7,,7,,1,"3,4",6,6,6,7,5,6,7,6,5,6,6,7,5,6,6,1,1,59,22,,,2,35,3,2,2,4
2020-03-23T09:40:37Z,2,1,AU,3,3,3,3,1,1,1,4,3,2,3,1,3,3,8,5,7,7,1,2,4,4,2,6,5,5,4,5,4,2,7,6,7,7,6,7,7,7,6,3,2,5,5,5,5,5,5,5,5,5,6,6,5,7,7,6,5,2,1,1,1,1,1,1,,5,5,5,5,6,6,1,"1,2,3,4,5,6,7,8,9,10,11",5,5,6,5,5,7,5,5,5,4,5,5,5,3,3,1,1,40,25,,,1,18,3,2,2,5
2020-03-23T09:40:52Z,1,3,AU,4,5,4,4,3,2,5,5,4,4,4,4,4,5,8,1,1,1,1,2,5,5,5,5,5,5,5,4,4,4,5,6,5,5,5,5,5,6,2,1,1,6,5,4,5,5,4,5,6,4,5,5,5,6,6,5,5,2,2,1,1,2,2,2,,,5,5,,,,2,"1,2",5,5,5,6,5,6,5,5,6,6,5,5,6,5,3,1,1,75,45,,,1,38,4,2,2,4
2020-03-23T09:40:56Z,1,4,AU,3,4,4,4,4,3,3,4,3,2,2,1,2,2,8,7,3,6,1,2,5,5,3,5,1,2,5,4,2,2,5,6,4,3,6,3,5,5,6,5,4,5,7,4,5,4,4,4,4,5,7,4,5,5,4,4,5,1,1,1,1,1,1,1,6,4,4,4,4,4,2,1,"1,2,4,5,6,7,8,9,10,11",5,2,4,3,1,2,6,5,5,1,2,2,2,5,7,2,2,10,30,,,1,50,4,2,2,3
2020-03-23T09:41:03Z,1,4,AU,4,5,5,3,5,2,1,5,5,2,2,2,1,5,8,3,3,7,4,2,3,4,4,3,4,4,3,5,5,3,4,4,7,1,7,1,4,5,1,1,1,4,4,4,4,4,5,1,4,5,6,5,5,5,4,1,5,1,1,1,1,1,1,1,6,5,4,5,3,6,4,2,"1,2,5,7,11",7,7,7,7,7,7,2,7,4,3,4,3,4,2,2,1,1,100,25,,,2,48,1,2,1,3
2020-03-23T09:41:19Z,2,3,AU,3,5,4,4,4,2,4,4,4,4,2,4,4,4,8,2,5,3,1,2,3,5,2,2,5,3,6,5,3,2,6,7,6,1,4,3,7,6,4,3,1,3,5,5,4,6,3,1,5,4,5,5,3,5,3,1,5,1,1,1,1,1,1,1,5,3,5,6,6,3,5,2,"1,2,3,4,5,9",5,4,5,5,6,3,4,5,6,3,7,6,4,5,3,1,1,0.5,5,,,1,42,4,2,2,6
2020-03-23T09:41:50Z,1,2,AU,5,4,4,2,5,1,3,2,1,2,1,3,2,3,8,5,2,4,3,2,5,3,3,2,1,5,6,4,1,3,4,3,3,3,6,5,5,2,4,4,2,6,3,5,5,3,4,2,2,2,4,5,6,3,3,5,2,2,1,1,2,2,1,2,,5,2,,,3,,2,"1,2,4,5",5,2,3,4,4,2,5,6,3,4,6,6,4,3,2,2,1,30,5,,,1,30,5,2,2,5
2020-03-23T09:42:04Z,1,5,AU,4,3,3,3,3,3,3,3,3,3,3,3,3,3,8,4,4,4,4,2,4,4,4,4,4,4,5,3,3,3,4,4,4,4,4,4,4,4,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,4,4,4,4,4,4,1,"3,6,7",4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,2,2,75,5,,,1,63,3,2,2,4
2020-03-23T09:42:17Z,2,2,AU,4,5,3,4,3,2,3,4,3,3,2,3,3,3,8,5,7,7,1,2,4,5,3,2,4,5,5,5,3,1,4,7,3,4,7,5,3,6,7,5,4,6,6,5,7,5,5,4,6,6,6,5,6,6,5,2,5,1,2,1,1,1,2,1,6,,4,5,6,,4,2,"1,2,4,5,6,7,9,10,11",5,4,4,3,4,4,4,4,4,3,2,4,5,3,4,1,1,10,3,,,3,28,3,2,1,4
2020-03-23T09:42:20Z,1,3,AU,5,5,3,4,3,2,3,4,4,3,2,4,4,4,8,5,7,5,1,2,2,5,1,2,4,3,4,4,3,2,6,5,4,4,4,5,5,5,3,2,1,3,4,4,3,4,3,2,5,4,4,4,4,4,4,4,4,2,1,1,1,2,1,2,,3,3,5,,4,,2,10,5,4,5,5,5,3,4,4,5,2,3,3,5,2,2,1,1,8,25,,,1,35,2,1,2,4
2020-03-23T09:42:43Z,1,3,AU,6,4,3,3,3,3,3,4,3,3,3,3,2,4,9,4,5,6,4,2,2,4,2,3,3,4,5,4,3,2,4,5,4,5,6,4,4,5,4,3,2,3,4,4,4,4,3,4,5,4,4,4,5,5,3,3,5,1,1,1,1,1,1,1,4,4,4,4,5,4,5,2,"1,2,4,9",4,4,4,3,4,4,4,5,4,5,4,4,5,4,3,2,2,50,30,,,1,41,4,2,1,4
2020-03-23T09:42:55Z,2,2,AU,6,2,4,4,4,3,4,5,4,3,3,3,4,4,8,5,5,4,5,2,4,5,5,5,6,4,6,4,3,4,5,5,5,6,6,6,5,6,7,6,4,5,7,4,5,4,2,2,4,4,4,4,4,4,4,4,5,1,1,1,1,1,1,1,7,7,7,6,6,4,7,1,"1,5,7,8,10",5,6,5,5,5,6,5,6,6,7,6,6,6,3,3,1,1,40,25,,,1,28,5,1,2,6
2020-03-23T09:42:56Z,1,4,AU,5,3,2,2,1,3,1,4,4,2,2,1,4,3,8,1,6,1,1,2,3,6,2,3,4,3,5,5,1,3,1,6,4,7,7,7,3,3,4,3,2,1,1,1,1,4,1,4,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,6,6,2,6,6,3,7,2,8,6,4,7,5,7,2,3,5,3,2,3,3,2,3,4,2,2,70,40,,,1,50,1,2,2,6
2020-03-23T09:43:05Z,2,6,AU,7,5,4,2,4,3,4,5,5,4,4,4,5,4,8,1,7,7,1,2,2,6,1,1,5,6,7,5,3,2,6,7,2,1,6,5,7,5,6,4,1,4,4,2,2,4,4,1,6,3,5,2,3,2,2,2,7,1,1,1,1,2,1,1,6,5,6,5,,5,7,1,"1,2,4,5,6,7,8,9",7,5,7,7,7,4,7,7,7,1,4,5,6,2,1,1,1,10,3,,,1,71,1,2,2,4
2020-03-23T09:43:21Z,1,3,AU,1,3,3,1,3,1,1,1,3,1,1,1,1,1,8,7,1,4,1,2,3,4,3,4,5,4,1,5,4,1,6,7,1,4,7,1,4,4,4,1,1,1,7,1,1,1,1,1,7,1,7,1,1,1,1,1,7,2,1,1,1,1,1,2,,4,4,1,7,1,,2,"1,2,4,5,6,7,9,10",4,1,7,1,7,4,5,4,4,1,1,1,1,3,4,1,1,25,,12,5,1,44,2,2,1,3
2020-03-23T09:43:26Z,1,2,AU,7,5,1,3,1,3,2,5,1,2,3,5,1,1,8,5,2,5,4,2,1,2,2,2,4,3,4,1,2,4,4,4,5,5,4,5,5,6,3,6,2,5,5,4,5,4,4,5,1,4,5,6,4,2,6,4,6,1,1,1,1,1,1,1,4,3,4,5,3,3,4,2,"1,3,4,6,11",2,6,4,4,4,5,3,4,5,4,4,5,5,2,4,1,2,67,40,,,2,50,1,2,2,6
2020-03-23T09:43:45Z,1,1,AU,4,2,4,5,4,3,4,3,4,2,4,5,2,3,3,2,2,5,5,1,3,5,6,4,4,5,4,1,2,4,6,7,5,6,6,5,5,6,6,5,6,5,4,5,5,4,6,4,4,6,6,5,5,6,7,7,5,2,1,1,1,2,1,1,,6,5,5,,5,4,1,"1,2,3,5,6,9,10",6,6,5,5,7,6,4,7,5,5,5,5,5,2,3,1,1,20,5,,,3,24,3,1,2,3
2020-03-23T09:43:59Z,1,4,AU,1,4,2,1,2,1,1,3,2,1,1,1,4,2,8,1,2,6,1,2,2,6,3,1,4,6,7,5,3,3,4,7,2,4,1,6,6,6,4,2,2,6,5,1,5,4,4,2,4,6,7,5,5,5,6,1,5,1,1,1,1,1,1,1,7,6,6,7,7,7,7,1,"1,6,7,8",7,7,7,7,7,4,4,6,4,1,1,4,4,2,4,1,1,50,10,,,3,48,3,2,2,4
2020-03-23T09:44:12Z,1,3,AU,5,5,4,4,3,2,3,4,4,2,2,2,4,3,8,7,6,6,3,2,3,6,2,2,6,5,7,5,4,2,6,7,6,3,6,3,4,3,6,3,1,4,7,4,3,4,3,2,6,3,7,3,4,3,3,4,6,1,1,1,1,1,1,1,5,4,3,2,5,4,6,1,"1,2,4,5,6,9,10,11",2,1,5,5,6,2,5,4,2,1,1,1,4,5,6,1,1,20,30,,,1,38,4,2,2,2
2020-03-23T09:44:19Z,1,3,AU,4,4,4,3,3,3,4,4,4,3,4,3,4,4,8,5,5,5,5,2,4,4,4,4,4,4,5,5,2,4,5,4,5,5,4,3,5,5,3,4,5,5,4,4,5,4,5,4,3,5,4,4,4,4,4,4,4,2,2,2,1,2,2,1,,,,6,,,6,2,"6,10",6,5,4,5,4,5,4,5,4,4,5,5,4,3,3,1,1,60,25,,,1,35,4,2,2,3
2020-03-23T09:44:21Z,1,1,AU,5,4,3,2,3,3,2,4,4,2,1,2,4,4,8,7,3,5,1,2,3,4,5,3,3,2,5,4,4,2,5,5,2,2,6,2,3,3,6,1,1,1,5,1,2,2,2,1,4,2,5,2,2,2,2,2,5,1,1,2,1,1,2,1,6,,,7,7,,7,1,"1,2,4,5,6,9,10,11",7,6,6,7,7,7,5,6,7,4,4,4,6,1,1,1,1,30,30,,,1,22,3,2,2,4
2020-03-23T09:44:27Z,2,2,AU,5,5,4,5,5,4,5,5,5,1,3,1,5,5,8,4,6,4,1,2,4,6,2,2,6,6,7,5,1,1,7,5,4,1,4,2,4,2,5,2,1,1,4,1,4,1,1,1,1,2,1,1,4,1,1,1,1,2,1,2,1,1,2,2,,6,,5,7,,,2,"1,2,4,5,6,7,9,10",6,4,7,6,7,4,7,6,6,1,4,4,6,2,6,1,1,25,,35,2.5,1,27,4,2,2,2
2020-03-23T09:44:29Z,2,2,AU,6,5,5,5,5,3,5,5,5,1,3,1,5,5,8,4,6,4,1,2,3,6,2,1,6,6,7,5,1,1,7,5,4,3,4,3,5,3,6,3,1,1,4,1,3,1,2,1,1,2,5,2,3,3,2,1,1,2,1,2,1,2,2,1,,6,,5,,,7,2,"1,2,4,5,6,7,8,9,10",6,5,6,6,6,4,4,4,5,1,4,4,7,1,6,1,1,25,,35,2.5,1,27,4,2,2,2
2020-03-23T09:44:30Z,2,2,AU,5,5,3,5,4,4,4,5,5,3,3,3,5,3,8,2,5,3,1,2,4,6,2,3,5,5,6,5,3,1,5,4,3,2,5,3,2,3,2,1,1,1,5,2,1,1,1,1,2,1,3,1,1,1,1,1,3,2,1,1,1,1,1,1,,3,5,6,6,4,7,2,"4,5,6,9,10",5,5,6,6,7,4,6,5,5,3,4,4,3,5,5,1,1,25,,20,,1,33,4,2,2,3
2020-03-23T09:44:34Z,1,2,AU,3,5,3,4,2,2,2,5,4,2,2,2,3,2,8,1,2,5,1,2,3,4,4,2,4,4,4,5,3,1,2,7,1,1,6,2,1,3,3,1,1,2,1,1,3,1,1,1,3,2,5,1,3,1,1,1,3,2,2,1,1,1,1,2,,,3,4,6,5,,2,"2,9,11",1,1,5,3,6,1,1,1,3,1,1,1,3,7,3,1,1,10,5,,,2,28,4,2,2,4
2020-03-23T09:44:43Z,1,5,AU,5,4,4,4,2,3,2,4,4,3,2,4,4,3,8,3,4,1,1,2,1,6,1,1,5,5,6,5,3,2,2,7,5,7,5,7,5,6,3,2,1,3,4,2,3,3,3,2,4,3,3,3,3,3,2,3,4,2,1,1,1,1,1,1,,2,4,6,6,4,7,2,"1,3,6,8,9",6,7,7,5,7,6,7,7,7,2,5,5,6,3,3,1,1,33,25,,,1,64,3,2,2,6
2020-03-23T09:44:47Z,1,4,AU,5,3,3,3,,3,3,4,3,3,3,3,4,4,6,5,6,6,4,2,3,3,6,2,2,4,6,5,4,4,6,6,6,6,5,6,5,6,5,3,6,6,6,6,5,5,6,6,6,6,6,4,6,6,4,7,6,1,2,1,2,1,1,1,6,,6,,6,5,6,2,"2,4,9",5,5,4,4,5,4,4,5,5,6,6,4,,5,5,1,1,100,5,,,2,48,3,2,1,1
2020-03-23T09:44:52Z,1,3,AU,2,5,3,3,3,1,2,4,5,3,3,3,5,5,8,6,3,3,1,2,6,1,6,6,1,3,3,5,3,1,1,7,5,7,4,7,4,7,5,1,1,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,1,2,1,2,1,2,,5,,5,,6,,1,"1,2,4,7,11",7,7,7,5,7,6,7,7,7,4,4,4,3,4,4,2,1,20,25,,,1,37,1,2,4,3
2020-03-23T09:44:59Z,1,1,AU,1,5,4,3,3,1,1,4,4,3,1,4,4,3,8,1,7,5,6,2,3,5,5,1,6,6,7,5,5,1,2,7,2,6,1,6,3,4,4,4,1,5,5,2,5,4,4,1,6,5,3,5,5,5,4,1,6,1,1,1,1,1,1,1,5,4,5,6,6,6,7,1,"1,2,4,5,6,7,8,9,10,11",6,5,4,2,7,6,5,5,5,1,3,2,5,4,4,1,1,20,25,,,1,23,4,2,2,6
2020-03-23T09:45:01Z,1,3,AU,5,5,4,4,3,3,3,5,4,5,4,5,4,4,8,2,5,5,1,2,1,6,5,1,5,5,6,5,1,1,6,7,6,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,7,2,2,1,1,2,1,2,,,7,7,,7,,1,"1,2,3,4,5,6,7,9",7,7,7,7,7,7,7,7,7,4,4,4,7,1,1,1,1,25,,20,,1,42,3,2,2,3
2020-03-23T09:45:29Z,1,5,AU,4,4,3,4,3,3,3,4,4,2,3,2,4,3,8,2,2,2,1,2,3,4,3,3,4,4,4,4,3,2,4,4,4,4,6,5,5,5,4,3,2,3,6,2,3,3,3,3,4,3,6,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,"1,10",5,4,5,5,5,3,4,4,3,3,3,8,5,5,5,2,1,2,33,,,1,57,5,2,2,4
2020-03-23T09:45:31Z,1,3,AU,5,3,3,4,3,2,3,4,4,3,4,3,4,3,8,1,1,1,1,2,4,4,5,4,4,4,5,4,2,4,1,6,1,1,6,2,1,3,4,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,4,4,4,4,4,4,1,"1,4,11",6,5,5,5,5,5,5,5,5,8,8,8,4,4,4,1,1,50,5,,,1,40,4,2,2,4
2020-03-23T09:45:39Z,1,4,AU,2,4,3,3,3,3,3,3,3,3,3,2,3,3,8,7,6,3,2,2,6,6,5,5,6,5,4,5,1,3,5,5,4,4,4,5,4,5,7,7,7,6,5,5,4,6,3,5,6,5,6,4,4,5,5,5,4,2,2,2,2,2,2,2,,,,,,,,1,"1,2,7,9,10",6,5,5,5,5,6,5,5,5,5,5,5,5,3,2,1,1,20,20,,,1,46,3,2,2,3
2020-03-23T09:45:43Z,1,2,AU,4,5,4,4,3,2,3,5,5,3,4,4,5,4,8,2,4,2,1,2,1,6,1,1,4,5,5,5,3,2,1,7,3,2,7,4,2,4,5,2,1,1,6,1,2,2,1,1,4,2,6,1,2,2,1,1,5,2,1,1,1,1,1,1,,5,5,5,5,5,7,1,"4,5,6,9,10,11",5,6,7,6,7,4,6,5,5,2,3,3,5,2,2,1,1,40,30,,,1,29,3,2,2,4
2020-03-23T09:45:45Z,1,2,AU,6,5,4,4,4,3,3,5,4,3,3,3,4,4,8,5,4,2,1,2,2,5,1,2,5,5,7,4,3,2,4,6,3,4,4,5,4,4,5,3,2,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,2,1,1,1,1,1,1,,4,4,5,5,5,6,1,"1,2,4,5,6,7,8,9",6,3,5,5,6,3,6,5,5,1,2,2,5,3,2,1,1,40,25,,,1,34,4,2,2,5
2020-03-23T09:45:48Z,2,3,AU,6,4,4,4,4,3,4,5,4,4,4,4,4,4,8,2,6,1,1,2,2,6,1,4,2,1,6,5,3,2,6,6,1,1,4,2,5,3,7,5,1,6,6,6,5,6,7,7,5,5,6,5,5,5,5,5,5,1,2,1,1,1,1,1,6,,6,6,6,6,6,2,"1,4,6,8,10,11",7,6,7,6,7,6,6,6,6,4,4,4,6,5,6,1,1,40,30,,,1,43,9,2,2,2
2020-03-23T09:45:53Z,1,6,AU,5,5,4,5,3,3,3,4,3,3,2,3,4,3,8,3,4,2,1,2,3,4,2,3,4,5,6,4,2,3,3,4,3,3,6,3,3,4,4,3,1,2,3,1,3,2,2,1,2,3,4,2,2,2,2,2,3,2,1,1,1,2,1,1,,3,4,5,,5,6,1,"1,2,4,5,6,7,8,9,10",6,6,6,5,6,4,5,6,5,2,4,5,6,3,4,1,1,10,30,,,1,70,4,2,2,4
2020-03-23T09:46:15Z,1,4,AU,3,5,4,5,5,4,4,4,4,4,3,5,3,4,8,2,3,1,1,2,2,5,2,2,5,4,7,4,3,3,1,2,1,3,4,3,3,4,3,1,1,2,5,1,3,2,4,1,4,2,6,2,2,2,2,2,2,2,1,1,2,2,1,1,,3,4,,,5,5,2,"1,2,7,8",6,6,5,3,4,6,6,6,6,5,5,5,4,5,5,2,2,10,30,,,1,51,4,2,2,5
2020-03-23T09:46:32Z,1,2,AU,3,5,4,3,2,1,2,4,4,1,2,1,4,4,8,5,6,7,2,2,3,6,1,2,6,6,4,5,5,1,5,7,3,6,7,5,5,7,6,5,4,7,7,7,7,7,7,5,7,7,7,7,7,7,6,5,7,1,1,1,1,1,1,2,5,3,4,1,1,3,,1,"1,2,4,5,6,7,9,11",1,1,3,5,1,1,4,1,1,1,1,1,3,6,7,1,1,40,50,,,1,30,4,2,1,5
2020-03-23T09:46:55Z,1,6,AU,6,3,3,3,3,2,3,4,3,3,3,3,3,3,8,6,6,5,5,2,1,6,1,1,6,6,7,5,5,1,5,7,4,5,4,5,4,6,7,5,4,5,6,4,5,4,5,4,6,5,5,4,4,4,5,4,6,2,2,1,1,2,1,1,,,6,6,,6,6,1,"1,2,4,5,6,7,8,9,11",5,5,5,5,4,5,6,,6,2,2,2,3,5,5,1,1,25,,28,15,1,65,1,2,2,6
